trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
7.808970000000000147e-03	4.900720000000000076e-02	-2.967049999999999965e-01	2.846570000000000090e-03	3.879679999999999934e-03	-6.725220000000000503e-04
1.912470000000000142e-02	4.885679999999999884e-02	-2.911869999999999736e-01	3.298039999999999913e-03	3.879679999999999934e-03	-6.725220000000000503e-04
1.903080000000000049e-02	9.459950000000000303e-02	-2.636339999999999795e-01	2.540590000000000123e-03	3.523080000000000048e-03	-4.979910000000000369e-04
2.557800000000000004e-02	3.617630000000000151e-02	-3.034879999999999800e-01	3.362430000000000020e-03	3.961899999999999970e-03	-5.060690000000000500e-04
2.769009999999999874e-02	5.930730000000000030e-02	-2.916549999999999976e-01	3.253160000000000166e-03	3.879679999999999934e-03	-6.267240000000000527e-04
1.898089999999999847e-02	1.242329999999999962e-01	-2.351340000000000097e-01	1.808130000000000024e-03	3.434330000000000195e-03	-5.060690000000000500e-04
4.840259999999999875e-03	5.475259999999999849e-02	-2.818539999999999934e-01	3.080059999999999916e-03	3.462069999999999818e-03	-6.280259999999999532e-04
1.022999999999999951e-02	5.642210000000000281e-02	-2.674329999999999763e-01	3.629289999999999860e-03	3.879679999999999934e-03	-7.952420000000000409e-04
2.936680000000000106e-03	1.324329999999999952e-01	-2.321449999999999902e-01	1.926699999999999940e-03	3.422269999999999826e-03	-5.060690000000000500e-04
8.430669999999999484e-03	4.325009999999999966e-02	-2.878089999999999815e-01	3.622090000000000119e-03	3.879679999999999934e-03	-8.694240000000000431e-04
1.206650000000000084e-02	5.917809999999999737e-02	-2.919050000000000256e-01	3.436289999999999831e-03	3.977719999999999693e-03	-8.233830000000000142e-04
4.631920000000000308e-03	1.344440000000000079e-01	-2.475990000000000135e-01	2.065519999999999943e-03	3.397830000000000121e-03	-5.712889999999999982e-04
9.152610000000000259e-03	3.889050000000000146e-02	-3.114529999999999799e-01	3.714709999999999974e-03	3.879669999999999994e-03	-8.042330000000000095e-04
9.869380000000000513e-03	5.797449999999999826e-02	-2.901239999999999930e-01	3.594659999999999956e-03	3.879669999999999994e-03	-6.233499999999999458e-04
1.249560000000000037e-03	1.295580000000000065e-01	-2.553679999999999839e-01	1.956030000000000095e-03	3.471899999999999986e-03	-5.537660000000000238e-04
6.883880000000000207e-03	5.517249999999999932e-02	-2.834880000000000178e-01	3.502680000000000203e-03	3.879669999999999994e-03	-5.537660000000000238e-04
2.246379999999999905e-02	4.584719999999999768e-02	-2.934479999999999866e-01	3.905389999999999903e-03	3.879669999999999994e-03	-5.537670000000000396e-04
1.747850000000000098e-02	1.210100000000000064e-01	-2.687890000000000001e-01	2.665859999999999931e-03	3.879669999999999994e-03	-5.537670000000000396e-04
2.464970000000000008e-02	5.737769999999999676e-02	-3.011269999999999780e-01	3.785109999999999950e-03	4.020740000000000078e-03	-5.537670000000000396e-04
3.301350000000000118e-02	6.527470000000000494e-02	-2.968509999999999760e-01	3.929170000000000058e-03	3.879669999999999994e-03	-5.537670000000000396e-04
2.678859999999999922e-02	1.268499999999999905e-01	-2.638010000000000077e-01	2.660850000000000194e-03	3.879669999999999994e-03	-5.537670000000000396e-04
2.463370000000000143e-02	4.264579999999999760e-02	-3.020510000000000139e-01	3.753119999999999980e-03	3.955700000000000362e-03	-5.537670000000000396e-04
2.465089999999999990e-02	8.060580000000000522e-02	-2.731319999999999859e-01	3.411149999999999946e-03	4.033010000000000067e-03	-5.537670000000000396e-04
1.625379999999999880e-02	1.155999999999999944e-01	-2.605709999999999971e-01	2.159980000000000146e-03	3.806850000000000078e-03	-6.332189999999999694e-04
2.640249999999999889e-02	3.353339999999999793e-02	-2.967040000000000233e-01	3.599349999999999859e-03	4.492529999999999787e-03	-6.535790000000000523e-04
2.560410000000000116e-02	6.600399999999999323e-02	-2.939370000000000038e-01	3.683089999999999975e-03	4.340830000000000383e-03	-5.537670000000000396e-04
1.136219999999999938e-02	1.111339999999999967e-01	-2.637329999999999952e-01	2.198349999999999957e-03	3.960499999999999611e-03	-5.537670000000000396e-04
2.945800000000000154e-02	3.365529999999999911e-02	-3.143389999999999795e-01	3.449610000000000089e-03	4.093470000000000095e-03	-6.262970000000000516e-04
3.392069999999999808e-02	5.270099999999999785e-02	-3.100829999999999975e-01	3.658610000000000074e-03	4.492529999999999787e-03	-5.537670000000000396e-04
2.224790000000000101e-02	1.090919999999999945e-01	-2.807230000000000003e-01	2.910879999999999804e-03	4.492529999999999787e-03	-6.933129999999999805e-04
2.223599999999999882e-02	1.112749999999999989e-01	-2.647010000000000196e-01	2.369009999999999953e-03	4.492529999999999787e-03	-9.569030000000000504e-04
2.221539999999999973e-02	2.014020000000000046e-02	-2.982909999999999728e-01	4.273550000000000092e-03	4.325080000000000244e-03	-9.785740000000000671e-04
2.215829999999999883e-02	1.121779999999999999e-01	-2.717649999999999788e-01	2.986790000000000018e-03	4.195639999999999613e-03	-9.218419999999999739e-04
1.101300000000000022e-02	6.563330000000000553e-02	-3.109160000000000257e-01	3.591609999999999855e-03	4.169520000000000344e-03	-9.751280000000000191e-04
5.713359999999999793e-03	7.022019999999999651e-02	-2.882540000000000102e-01	3.432479999999999906e-03	4.134940000000000143e-03	-9.751280000000000191e-04
-2.607820000000000046e-05	8.984930000000000694e-02	-2.974890000000000034e-01	3.104099999999999828e-03	4.107539999999999802e-03	-1.215809999999999894e-03
-1.092789999999999917e-05	3.670310000000000239e-02	-3.082509999999999972e-01	4.250259999999999629e-03	4.122889999999999715e-03	-1.239180000000000099e-03
-3.710970000000000149e-05	1.184530000000000027e-01	-2.684289999999999732e-01	2.768640000000000163e-03	3.958119999999999868e-03	-1.063190000000000099e-03
3.163539999999999842e-03	5.827310000000000129e-02	-2.831699999999999773e-01	3.890339999999999944e-03	3.857360000000000216e-03	-1.113419999999999948e-03
-5.258040000000000229e-05	5.991790000000000310e-02	-2.885019999999999807e-01	4.431019999999999924e-03	3.977050000000000203e-03	-1.237519999999999983e-03
-2.162289999999999872e-03	1.302230000000000054e-01	-2.475350000000000050e-01	2.655900000000000101e-03	3.494000000000000144e-03	-1.127060000000000041e-03
-4.590609999999999743e-05	6.587410000000000487e-02	-2.917600000000000193e-01	3.579870000000000187e-03	3.961980000000000363e-03	-1.407819999999999948e-03
-3.256640000000000045e-05	4.034990000000000104e-02	-2.927719999999999767e-01	4.271520000000000004e-03	4.038710000000000043e-03	-1.420480000000000007e-03
-3.023950000000000075e-05	7.540260000000000018e-02	-2.796259999999999857e-01	2.773069999999999875e-03	4.101650000000000088e-03	-1.485750000000000091e-03
8.634869999999999352e-03	5.936299999999999910e-02	-3.017730000000000135e-01	4.070119999999999988e-03	3.996640000000000088e-03	-1.485750000000000091e-03
9.524100000000000621e-03	1.644179999999999947e-02	-2.832930000000000170e-01	3.733639999999999876e-03	4.196469999999999888e-03	-1.485750000000000091e-03
-9.325939999999999686e-05	1.090389999999999970e-01	-2.640790000000000082e-01	2.417750000000000194e-03	3.855780000000000058e-03	-1.413170000000000051e-03
-4.765080000000000124e-05	6.397849999999999371e-02	-3.065820000000000212e-01	3.264679999999999839e-03	4.071980000000000217e-03	-1.485750000000000091e-03
-8.157760000000000011e-03	5.189490000000000075e-02	-3.172079999999999900e-01	3.817019999999999962e-03	4.226820000000000056e-03	-1.769699999999999919e-03
